15:41:04 238	 start loadBaseParameter
17:34:52 568	 2 getImage times:0
17:34:52 568	3  GrabFrame times:0,result=
17:34:52 619	 2 getImage times:1
17:34:52 619	3  GrabFrame times:1,result=
17:34:52 671	 2 getImage times:2
17:34:52 671	3  GrabFrame times:2,result=
17:34:52 724	 1:start getImage
17:34:52 724	 2 getImage times:0
17:34:52 725	3  GrabFrame times:0,result=
17:34:52 776	 2 getImage times:1
17:34:52 776	3  GrabFrame times:1,result=
17:34:52 828	 2 getImage times:2
17:34:52 828	3  GrabFrame times:2,result=
17:34:52 881	 1:start getImage
17:34:52 881	 2 getImage times:0
17:34:52 882	3  GrabFrame times:0,result=
17:34:52 933	 2 getImage times:1
17:34:52 933	3  GrabFrame times:1,result=
17:34:52 985	 2 getImage times:2
17:34:52 985	3  GrabFrame times:2,result=
17:34:53 038	 1:start getImage
17:34:53 038	 2 getImage times:0
17:34:53 039	3  GrabFrame times:0,result=
17:34:53 090	 2 getImage times:1
17:34:53 090	3  GrabFrame times:1,result=
17:34:53 142	 2 getImage times:2
17:34:53 142	3  GrabFrame times:2,result=
17:34:53 195	 1:start getImage
17:34:53 195	 2 getImage times:0
17:34:53 196	3  GrabFrame times:0,result=
17:34:53 247	 2 getImage times:1
17:34:53 247	3  GrabFrame times:1,result=
17:34:53 299	 2 getImage times:2
17:34:53 299	3  GrabFrame times:2,result=
17:34:56 355	 start loadPinDef
17:34:56 359	 finished loadPinDef
17:34:56 362	 start setSN
17:34:56 363	start cam_stop 
17:34:56 465	finish cam_stop 
17:34:56 967	start cam_stop 
17:34:57 069	finish cam_stop 
17:34:57 069	 start Playnew
17:34:57 070	into cam_play:deviceID2 
17:34:57 070	openDevice:deviceID2 
17:34:57 072	openDevice failed ,return:deviceID2 
17:34:57 073	start cam_stop 
17:34:57 175	finish cam_stop 
17:34:57 376	 start Playnew
17:34:57 376	into cam_play:deviceID2 
17:34:57 377	openDevice:deviceID2 
17:34:57 379	openDevice failed ,return:deviceID2 
17:34:57 381	 1:start getImage
17:34:57 382	 2 getImage times:0
17:34:57 382	3  GrabFrame times:0,result=
17:34:57 434	 2 getImage times:1
17:34:57 434	3  GrabFrame times:1,result=
17:34:57 485	 2 getImage times:2
17:34:57 485	3  GrabFrame times:2,result=
17:34:57 538	 1:start getImage
17:34:57 538	 2 getImage times:0
17:34:57 539	3  GrabFrame times:0,result=
17:34:57 590	 2 getImage times:1
17:34:57 590	3  GrabFrame times:1,result=
17:34:57 642	 2 getImage times:2
17:34:57 642	3  GrabFrame times:2,result=
17:34:57 695	 1:start getImage
17:34:57 695	 2 getImage times:0
17:34:57 696	3  GrabFrame times:0,result=
17:34:57 747	 2 getImage times:1
17:34:57 747	3  GrabFrame times:1,result=
17:34:57 799	 2 getImage times:2
17:34:57 799	3  GrabFrame times:2,result=
17:34:57 852	 1:start getImage
17:34:57 852	 2 getImage times:0
17:34:57 853	3  GrabFrame times:0,result=
17:34:57 904	 2 getImage times:1
17:34:57 904	3  GrabFrame times:1,result=
17:34:57 956	 2 getImage times:2
17:34:57 956	3  GrabFrame times:2,result=
17:34:58 009	 1:start getImage
17:34:58 009	 2 getImage times:0
17:34:58 010	3  GrabFrame times:0,result=
17:34:58 061	 2 getImage times:1
17:34:58 061	3  GrabFrame times:1,result=
17:34:58 113	 2 getImage times:2
17:34:58 113	3  GrabFrame times:2,result=
17:34:58 166	 1:start getImage
17:34:58 166	 2 getImage times:0
17:34:58 167	3  GrabFrame times:0,result=
17:34:58 218	 2 getImage times:1
17:34:58 218	3  GrabFrame times:1,result=
17:34:58 270	 2 getImage times:2
17:34:58 270	3  GrabFrame times:2,result=
17:35:01 325	 start loadPinDef
17:35:01 328	 finished loadPinDef
17:35:01 332	 start setSN
17:35:01 333	start cam_stop 
17:35:01 435	finish cam_stop 
17:35:01 936	start cam_stop 
17:35:02 038	finish cam_stop 
17:35:02 039	 start Playnew
17:35:02 040	into cam_play:deviceID2 
17:35:02 040	openDevice:deviceID2 
17:35:02 042	openDevice failed ,return:deviceID2 
17:35:02 043	start cam_stop 
17:35:02 145	finish cam_stop 
17:35:02 346	 start Playnew
17:35:02 346	into cam_play:deviceID2 
17:35:02 347	openDevice:deviceID2 
17:35:02 349	openDevice failed ,return:deviceID2 
17:35:02 350	 1:start getImage
17:35:02 350	 2 getImage times:0
17:35:02 351	3  GrabFrame times:0,result=
17:35:02 402	 2 getImage times:1
17:35:02 402	3  GrabFrame times:1,result=
17:35:02 454	 2 getImage times:2
17:35:02 454	3  GrabFrame times:2,result=
17:35:02 507	 1:start getImage
17:35:02 508	 2 getImage times:0
17:35:02 508	3  GrabFrame times:0,result=
17:35:02 559	 2 getImage times:1
17:35:02 559	3  GrabFrame times:1,result=
17:35:02 611	 2 getImage times:2
17:35:02 611	3  GrabFrame times:2,result=
17:35:02 664	 1:start getImage
17:35:02 664	 2 getImage times:0
17:35:02 665	3  GrabFrame times:0,result=
17:35:02 716	 2 getImage times:1
17:35:02 716	3  GrabFrame times:1,result=
17:35:02 767	 2 getImage times:2
17:35:02 767	3  GrabFrame times:2,result=
17:35:02 820	 1:start getImage
17:35:02 821	 2 getImage times:0
17:35:02 821	3  GrabFrame times:0,result=
17:35:02 873	 2 getImage times:1
17:35:02 873	3  GrabFrame times:1,result=
17:35:02 925	 2 getImage times:2
17:35:02 925	3  GrabFrame times:2,result=
17:35:02 978	 1:start getImage
17:35:02 979	 2 getImage times:0
17:35:02 979	3  GrabFrame times:0,result=
17:35:03 030	 2 getImage times:1
17:35:03 030	3  GrabFrame times:1,result=
17:35:03 082	 2 getImage times:2
17:35:03 082	3  GrabFrame times:2,result=
17:35:03 135	 1:start getImage
17:35:03 135	 2 getImage times:0
17:35:03 136	3  GrabFrame times:0,result=
17:35:03 187	 2 getImage times:1
17:35:03 187	3  GrabFrame times:1,result=
17:35:03 239	 2 getImage times:2
17:35:03 239	3  GrabFrame times:2,result=
17:35:10 572	 start loadPinDef
17:35:10 575	 finished loadPinDef
17:35:10 579	 start setSN
17:35:10 580	start cam_stop 
17:35:10 682	finish cam_stop 
17:35:11 183	start cam_stop 
17:35:11 285	finish cam_stop 
17:35:11 285	 start Playnew
17:35:11 286	into cam_play:deviceID2 
17:35:11 286	openDevice:deviceID2 
17:35:11 288	openDevice failed ,return:deviceID2 
17:35:11 289	start cam_stop 
17:35:11 391	finish cam_stop 
17:35:11 591	 start Playnew
17:35:11 591	into cam_play:deviceID2 
17:35:11 592	openDevice:deviceID2 
17:35:11 594	openDevice failed ,return:deviceID2 
17:35:11 594	 1:start getImage
17:35:11 595	 2 getImage times:0
17:35:11 595	3  GrabFrame times:0,result=
17:35:11 647	 2 getImage times:1
17:35:11 647	3  GrabFrame times:1,result=
17:35:11 699	 2 getImage times:2
17:35:11 699	3  GrabFrame times:2,result=
17:35:11 752	 1:start getImage
17:35:11 752	 2 getImage times:0
17:35:11 753	3  GrabFrame times:0,result=
17:35:11 804	 2 getImage times:1
17:35:11 804	3  GrabFrame times:1,result=
17:35:11 856	 2 getImage times:2
17:35:11 856	3  GrabFrame times:2,result=
17:35:11 909	 1:start getImage
17:35:11 909	 2 getImage times:0
17:35:11 910	3  GrabFrame times:0,result=
17:35:11 961	 2 getImage times:1
17:35:11 961	3  GrabFrame times:1,result=
17:35:12 013	 2 getImage times:2
17:35:12 013	3  GrabFrame times:2,result=
17:35:12 066	 1:start getImage
17:35:12 066	 2 getImage times:0
17:35:12 067	3  GrabFrame times:0,result=
17:35:12 118	 2 getImage times:1
17:35:12 118	3  GrabFrame times:1,result=
17:35:12 170	 2 getImage times:2
17:35:12 170	3  GrabFrame times:2,result=
17:35:12 223	 1:start getImage
17:35:12 223	 2 getImage times:0
17:35:12 224	3  GrabFrame times:0,result=
17:35:12 275	 2 getImage times:1
17:35:12 275	3  GrabFrame times:1,result=
17:35:12 327	 2 getImage times:2
17:35:12 327	3  GrabFrame times:2,result=
17:35:12 380	 1:start getImage
17:35:12 380	 2 getImage times:0
17:35:12 381	3  GrabFrame times:0,result=
17:35:12 432	 2 getImage times:1
17:35:12 432	3  GrabFrame times:1,result=
17:35:12 484	 2 getImage times:2
17:35:12 484	3  GrabFrame times:2,result=
17:35:15 540	 start loadPinDef
17:35:15 543	 finished loadPinDef
17:35:15 547	 start setSN
17:35:15 547	start cam_stop 
17:35:15 650	finish cam_stop 
17:35:16 151	start cam_stop 
17:35:16 253	finish cam_stop 
17:35:16 253	 start Playnew
17:35:16 254	into cam_play:deviceID2 
17:35:16 254	openDevice:deviceID2 
17:35:16 256	openDevice failed ,return:deviceID2 
17:35:16 257	start cam_stop 
17:35:16 359	finish cam_stop 
17:35:16 560	 start Playnew
17:35:16 560	into cam_play:deviceID2 
17:35:16 561	openDevice:deviceID2 
17:35:16 563	openDevice failed ,return:deviceID2 
17:35:16 564	 1:start getImage
17:35:16 564	 2 getImage times:0
17:35:16 565	3  GrabFrame times:0,result=
17:35:16 616	 2 getImage times:1
17:35:16 616	3  GrabFrame times:1,result=
17:35:16 668	 2 getImage times:2
17:35:16 668	3  GrabFrame times:2,result=
17:35:16 721	 1:start getImage
17:35:16 721	 2 getImage times:0
17:35:16 722	3  GrabFrame times:0,result=
17:35:16 773	 2 getImage times:1
17:35:16 773	3  GrabFrame times:1,result=
17:35:16 825	 2 getImage times:2
17:35:16 825	3  GrabFrame times:2,result=
17:35:16 878	 1:start getImage
17:35:16 879	 2 getImage times:0
17:35:16 879	3  GrabFrame times:0,result=
17:35:16 931	 2 getImage times:1
17:35:16 931	3  GrabFrame times:1,result=
17:35:16 983	 2 getImage times:2
17:35:16 983	3  GrabFrame times:2,result=
17:35:17 036	 1:start getImage
17:35:17 036	 2 getImage times:0
17:35:17 037	3  GrabFrame times:0,result=
17:35:17 088	 2 getImage times:1
17:35:17 088	3  GrabFrame times:1,result=
17:35:17 140	 2 getImage times:2
17:35:17 140	3  GrabFrame times:2,result=
17:35:17 193	 1:start getImage
17:35:17 193	 2 getImage times:0
17:35:17 194	3  GrabFrame times:0,result=
17:35:17 245	 2 getImage times:1
17:35:17 245	3  GrabFrame times:1,result=
17:35:17 297	 2 getImage times:2
17:35:17 297	3  GrabFrame times:2,result=
17:35:17 350	 1:start getImage
17:35:17 351	 2 getImage times:0
17:35:17 351	3  GrabFrame times:0,result=
17:35:17 402	 2 getImage times:1
17:35:17 402	3  GrabFrame times:1,result=
17:35:17 454	 2 getImage times:2
17:35:17 454	3  GrabFrame times:2,result=
17:35:20 510	 start loadPinDef
17:35:20 514	 finished loadPinDef
17:35:20 517	 start setSN
17:35:20 517	start cam_stop 
17:35:20 620	finish cam_stop 
17:35:21 121	start cam_stop 
17:35:21 223	finish cam_stop 
17:35:21 223	 start Playnew
17:35:21 224	into cam_play:deviceID2 
17:35:21 224	openDevice:deviceID2 
17:35:21 226	openDevice failed ,return:deviceID2 
17:35:21 227	start cam_stop 
17:35:21 329	finish cam_stop 
17:35:21 530	 start Playnew
17:35:21 530	into cam_play:deviceID2 
17:35:21 531	openDevice:deviceID2 
17:35:21 533	openDevice failed ,return:deviceID2 
17:35:21 533	 1:start getImage
17:35:21 534	 2 getImage times:0
17:35:21 534	3  GrabFrame times:0,result=
17:35:21 586	 2 getImage times:1
17:35:21 586	3  GrabFrame times:1,result=
17:35:21 638	 2 getImage times:2
17:35:21 638	3  GrabFrame times:2,result=
17:35:21 691	 1:start getImage
17:35:21 691	 2 getImage times:0
17:35:21 692	3  GrabFrame times:0,result=
17:35:21 743	 2 getImage times:1
17:35:21 743	3  GrabFrame times:1,result=
17:35:21 795	 2 getImage times:2
17:35:21 795	3  GrabFrame times:2,result=
17:35:21 848	 1:start getImage
17:35:21 848	 2 getImage times:0
17:35:21 849	3  GrabFrame times:0,result=
17:35:21 900	 2 getImage times:1
17:35:21 900	3  GrabFrame times:1,result=
17:35:21 952	 2 getImage times:2
17:35:21 952	3  GrabFrame times:2,result=
17:35:22 004	 1:start getImage
17:35:22 004	 2 getImage times:0
17:35:22 005	3  GrabFrame times:0,result=
17:35:22 056	 2 getImage times:1
17:35:22 056	3  GrabFrame times:1,result=
17:35:22 108	 2 getImage times:2
17:35:22 108	3  GrabFrame times:2,result=
17:35:22 161	 1:start getImage
17:35:22 161	 2 getImage times:0
17:35:22 162	3  GrabFrame times:0,result=
17:35:22 213	 2 getImage times:1
17:35:22 213	3  GrabFrame times:1,result=
17:35:22 265	 2 getImage times:2
17:35:22 265	3  GrabFrame times:2,result=
17:35:22 318	 1:start getImage
17:35:22 318	 2 getImage times:0
17:35:22 319	3  GrabFrame times:0,result=
17:35:22 370	 2 getImage times:1
17:35:22 370	3  GrabFrame times:1,result=
17:35:22 422	 2 getImage times:2
17:35:22 422	3  GrabFrame times:2,result=
17:40:24 508	 start loadPinDef
17:40:24 512	 finished loadPinDef
17:40:24 515	 start setSN
17:40:24 516	start cam_stop 
17:40:24 618	finish cam_stop 
17:40:25 119	start cam_stop 
17:40:25 221	finish cam_stop 
17:40:25 221	 start Playnew
17:40:25 222	into cam_play:deviceID2 
17:40:25 222	openDevice:deviceID2 
17:40:25 346	开始sensor power:deviceID 2 
17:40:25 640	完成sensor power:deviceID 2 
17:40:25 651	完成Pin set:deviceID 2 
17:40:25 932	完成I2C set:deviceID 2 
17:40:26 052	SensorIsMe check failed:deviceID 2 
17:40:26 053	start cam_stop 
17:40:26 164	finish cam_stop 
17:40:26 366	 start Playnew
17:40:26 366	into cam_play:deviceID2 
17:40:26 367	openDevice:deviceID2 
17:40:26 498	开始sensor power:deviceID 2 
17:40:26 792	完成sensor power:deviceID 2 
17:40:26 803	完成Pin set:deviceID 2 
17:40:27 084	完成I2C set:deviceID 2 
17:40:27 205	SensorIsMe check failed:deviceID 2 
17:40:27 206	 1:start getImage
17:40:27 206	 2 getImage times:0
17:40:27 207	3  GrabFrame times:0,result=
17:40:27 258	 2 getImage times:1
17:40:27 258	3  GrabFrame times:1,result=
17:40:27 310	 2 getImage times:2
17:40:27 310	3  GrabFrame times:2,result=
17:40:27 363	 1:start getImage
17:40:27 363	 2 getImage times:0
17:40:27 364	3  GrabFrame times:0,result=
17:40:27 415	 2 getImage times:1
17:40:27 415	3  GrabFrame times:1,result=
17:40:27 467	 2 getImage times:2
17:40:27 467	3  GrabFrame times:2,result=
17:40:27 520	 1:start getImage
17:40:27 520	 2 getImage times:0
17:40:27 521	3  GrabFrame times:0,result=
17:40:27 572	 2 getImage times:1
17:40:27 572	3  GrabFrame times:1,result=
17:40:27 624	 2 getImage times:2
17:40:27 624	3  GrabFrame times:2,result=
17:40:27 677	 1:start getImage
17:40:27 677	 2 getImage times:0
17:40:27 678	3  GrabFrame times:0,result=
17:40:27 729	 2 getImage times:1
17:40:27 729	3  GrabFrame times:1,result=
17:40:27 781	 2 getImage times:2
17:40:27 781	3  GrabFrame times:2,result=
17:40:27 833	 1:start getImage
17:40:27 833	 2 getImage times:0
17:40:27 834	3  GrabFrame times:0,result=
17:40:27 885	 2 getImage times:1
17:40:27 885	3  GrabFrame times:1,result=
17:40:27 937	 2 getImage times:2
17:40:27 937	3  GrabFrame times:2,result=
17:40:27 990	 1:start getImage
17:40:27 990	 2 getImage times:0
17:40:27 991	3  GrabFrame times:0,result=
17:40:28 042	 2 getImage times:1
17:40:28 042	3  GrabFrame times:1,result=
17:40:28 094	 2 getImage times:2
17:40:28 094	3  GrabFrame times:2,result=
17:40:31 151	 start loadPinDef
17:40:31 154	 finished loadPinDef
17:40:31 158	 start setSN
17:40:31 158	start cam_stop 
17:40:31 270	finish cam_stop 
17:40:31 771	start cam_stop 
17:40:31 882	finish cam_stop 
17:40:31 883	 start Playnew
17:40:31 883	into cam_play:deviceID2 
17:40:31 884	openDevice:deviceID2 
17:40:32 014	开始sensor power:deviceID 2 
17:40:32 307	完成sensor power:deviceID 2 
17:40:32 318	完成Pin set:deviceID 2 
17:40:32 599	完成I2C set:deviceID 2 
17:40:32 719	SensorIsMe check failed:deviceID 2 
17:40:32 720	start cam_stop 
17:40:32 831	finish cam_stop 
17:40:33 033	 start Playnew
17:40:33 033	into cam_play:deviceID2 
17:40:33 034	openDevice:deviceID2 
17:40:33 164	开始sensor power:deviceID 2 
17:40:33 458	完成sensor power:deviceID 2 
17:40:33 469	完成Pin set:deviceID 2 
17:40:33 750	完成I2C set:deviceID 2 
17:40:33 870	SensorIsMe check failed:deviceID 2 
17:40:33 872	 1:start getImage
17:40:33 873	 2 getImage times:0
17:40:33 873	3  GrabFrame times:0,result=
17:40:33 924	 2 getImage times:1
17:40:33 924	3  GrabFrame times:1,result=
17:40:33 976	 2 getImage times:2
17:40:33 976	3  GrabFrame times:2,result=
17:40:34 029	 1:start getImage
17:40:34 029	 2 getImage times:0
17:40:34 030	3  GrabFrame times:0,result=
17:40:34 081	 2 getImage times:1
17:40:34 081	3  GrabFrame times:1,result=
17:40:34 133	 2 getImage times:2
17:40:34 133	3  GrabFrame times:2,result=
17:40:34 186	 1:start getImage
17:40:34 186	 2 getImage times:0
17:40:34 187	3  GrabFrame times:0,result=
17:40:34 238	 2 getImage times:1
17:40:34 238	3  GrabFrame times:1,result=
17:40:34 290	 2 getImage times:2
17:40:34 290	3  GrabFrame times:2,result=
17:40:34 343	 1:start getImage
17:40:34 343	 2 getImage times:0
17:40:34 344	3  GrabFrame times:0,result=
17:40:34 395	 2 getImage times:1
17:40:34 395	3  GrabFrame times:1,result=
17:40:34 447	 2 getImage times:2
17:40:34 447	3  GrabFrame times:2,result=
17:40:34 500	 1:start getImage
17:40:34 501	 2 getImage times:0
17:40:34 501	3  GrabFrame times:0,result=
17:40:34 552	 2 getImage times:1
17:40:34 552	3  GrabFrame times:1,result=
17:40:34 604	 2 getImage times:2
17:40:34 604	3  GrabFrame times:2,result=
17:40:34 657	 1:start getImage
17:40:34 657	 2 getImage times:0
17:40:34 658	3  GrabFrame times:0,result=
17:40:34 709	 2 getImage times:1
17:40:34 709	3  GrabFrame times:1,result=
17:40:34 761	 2 getImage times:2
17:40:34 761	3  GrabFrame times:2,result=
17:40:37 817	 start loadPinDef
17:40:37 820	 finished loadPinDef
17:40:37 824	 start setSN
17:40:37 824	start cam_stop 
17:40:37 936	finish cam_stop 
17:40:38 437	start cam_stop 
17:40:38 548	finish cam_stop 
17:40:38 549	 start Playnew
17:40:38 549	into cam_play:deviceID2 
17:40:38 550	openDevice:deviceID2 
17:40:38 680	开始sensor power:deviceID 2 
17:40:38 973	完成sensor power:deviceID 2 
17:40:38 984	完成Pin set:deviceID 2 
17:40:39 265	完成I2C set:deviceID 2 
17:40:39 385	SensorIsMe check failed:deviceID 2 
17:40:39 386	start cam_stop 
17:40:39 497	finish cam_stop 
17:40:39 699	 start Playnew
17:40:39 699	into cam_play:deviceID2 
17:40:39 700	openDevice:deviceID2 
17:40:39 833	开始sensor power:deviceID 2 
17:40:40 125	完成sensor power:deviceID 2 
17:40:40 137	完成Pin set:deviceID 2 
17:40:40 417	完成I2C set:deviceID 2 
17:40:40 537	SensorIsMe check failed:deviceID 2 
17:40:40 538	 1:start getImage
17:40:40 539	 2 getImage times:0
17:40:40 539	3  GrabFrame times:0,result=
17:40:40 591	 2 getImage times:1
17:40:40 591	3  GrabFrame times:1,result=
17:40:40 643	 2 getImage times:2
17:40:40 643	3  GrabFrame times:2,result=
17:40:40 696	 1:start getImage
17:40:40 697	 2 getImage times:0
17:40:40 697	3  GrabFrame times:0,result=
17:40:40 748	 2 getImage times:1
17:40:40 748	3  GrabFrame times:1,result=
17:40:40 800	 2 getImage times:2
17:40:40 800	3  GrabFrame times:2,result=
17:40:40 853	 1:start getImage
17:40:40 853	 2 getImage times:0
17:40:40 854	3  GrabFrame times:0,result=
17:40:40 905	 2 getImage times:1
17:40:40 905	3  GrabFrame times:1,result=
17:40:40 957	 2 getImage times:2
17:40:40 957	3  GrabFrame times:2,result=
17:40:41 010	 1:start getImage
17:40:41 010	 2 getImage times:0
17:40:41 011	3  GrabFrame times:0,result=
17:40:41 062	 2 getImage times:1
17:40:41 062	3  GrabFrame times:1,result=
17:40:41 114	 2 getImage times:2
17:40:41 114	3  GrabFrame times:2,result=
17:40:41 167	 1:start getImage
17:40:41 167	 2 getImage times:0
17:40:41 168	3  GrabFrame times:0,result=
17:40:41 219	 2 getImage times:1
17:40:41 219	3  GrabFrame times:1,result=
17:40:41 271	 2 getImage times:2
17:40:41 271	3  GrabFrame times:2,result=
17:40:41 324	 1:start getImage
17:40:41 324	 2 getImage times:0
17:40:41 325	3  GrabFrame times:0,result=
17:40:41 376	 2 getImage times:1
17:40:41 376	3  GrabFrame times:1,result=
17:40:41 428	 2 getImage times:2
17:40:41 428	3  GrabFrame times:2,result=
17:41:14 549	 start loadPinDef
17:41:14 553	 finished loadPinDef
17:41:14 556	 start setSN
17:41:14 557	start cam_stop 
17:41:14 669	finish cam_stop 
17:41:15 170	start cam_stop 
17:41:15 281	finish cam_stop 
17:41:15 282	 start Playnew
17:41:15 282	into cam_play:deviceID2 
17:41:15 283	openDevice:deviceID2 
17:41:15 413	开始sensor power:deviceID 2 
17:41:15 706	完成sensor power:deviceID 2 
17:41:15 718	完成Pin set:deviceID 2 
17:41:15 998	完成I2C set:deviceID 2 
17:41:16 118	SensorIsMe check failed:deviceID 2 
17:41:16 119	start cam_stop 
17:41:16 231	finish cam_stop 
17:41:16 433	 start Playnew
17:41:16 433	into cam_play:deviceID2 
17:41:16 434	openDevice:deviceID2 
17:41:16 566	开始sensor power:deviceID 2 
17:41:16 858	完成sensor power:deviceID 2 
17:41:16 869	完成Pin set:deviceID 2 
17:41:17 150	完成I2C set:deviceID 2 
17:41:17 270	SensorIsMe check failed:deviceID 2 
17:41:17 271	 1:start getImage
17:41:17 272	 2 getImage times:0
17:41:17 272	3  GrabFrame times:0,result=
17:41:17 324	 2 getImage times:1
17:41:17 324	3  GrabFrame times:1,result=
17:41:17 376	 2 getImage times:2
17:41:17 376	3  GrabFrame times:2,result=
17:41:17 429	 1:start getImage
17:41:17 429	 2 getImage times:0
17:41:17 430	3  GrabFrame times:0,result=
17:41:17 481	 2 getImage times:1
17:41:17 481	3  GrabFrame times:1,result=
17:41:17 533	 2 getImage times:2
17:41:17 533	3  GrabFrame times:2,result=
17:41:17 586	 1:start getImage
17:41:17 587	 2 getImage times:0
17:41:17 587	3  GrabFrame times:0,result=
17:41:17 639	 2 getImage times:1
17:41:17 639	3  GrabFrame times:1,result=
17:41:17 691	 2 getImage times:2
17:41:17 691	3  GrabFrame times:2,result=
17:41:17 744	 1:start getImage
17:41:17 744	 2 getImage times:0
17:41:17 745	3  GrabFrame times:0,result=
17:41:17 796	 2 getImage times:1
17:41:17 796	3  GrabFrame times:1,result=
17:41:17 847	 2 getImage times:2
17:41:17 847	3  GrabFrame times:2,result=
17:41:17 900	 1:start getImage
17:41:17 900	 2 getImage times:0
17:41:17 901	3  GrabFrame times:0,result=
17:41:17 952	 2 getImage times:1
17:41:17 952	3  GrabFrame times:1,result=
17:41:18 004	 2 getImage times:2
17:41:18 004	3  GrabFrame times:2,result=
17:41:18 057	 1:start getImage
17:41:18 057	 2 getImage times:0
17:41:18 058	3  GrabFrame times:0,result=
17:41:18 109	 2 getImage times:1
17:41:18 109	3  GrabFrame times:1,result=
17:41:18 161	 2 getImage times:2
17:41:18 161	3  GrabFrame times:2,result=
17:41:21 217	 start loadPinDef
17:41:21 221	 finished loadPinDef
17:41:21 224	 start setSN
17:41:21 224	start cam_stop 
17:41:21 336	finish cam_stop 
17:41:21 838	start cam_stop 
17:41:21 949	finish cam_stop 
17:41:21 950	 start Playnew
17:41:21 950	into cam_play:deviceID2 
17:41:21 951	openDevice:deviceID2 
17:41:22 083	开始sensor power:deviceID 2 
17:41:22 376	完成sensor power:deviceID 2 
17:41:22 387	完成Pin set:deviceID 2 
17:41:22 668	完成I2C set:deviceID 2 
17:41:22 788	SensorIsMe check failed:deviceID 2 
17:41:22 789	start cam_stop 
17:41:22 901	finish cam_stop 
17:41:23 103	 start Playnew
17:41:23 103	into cam_play:deviceID2 
17:41:23 104	openDevice:deviceID2 
17:41:23 235	开始sensor power:deviceID 2 
17:41:23 528	完成sensor power:deviceID 2 
17:41:23 539	完成Pin set:deviceID 2 
17:41:23 820	完成I2C set:deviceID 2 
17:41:23 939	SensorIsMe check failed:deviceID 2 
17:41:23 941	 1:start getImage
17:41:23 941	 2 getImage times:0
17:41:23 942	3  GrabFrame times:0,result=
17:41:23 993	 2 getImage times:1
17:41:23 993	3  GrabFrame times:1,result=
17:41:24 045	 2 getImage times:2
17:41:24 045	3  GrabFrame times:2,result=
17:41:24 099	 1:start getImage
17:41:24 099	 2 getImage times:0
17:41:24 100	3  GrabFrame times:0,result=
17:41:24 151	 2 getImage times:1
17:41:24 151	3  GrabFrame times:1,result=
17:41:24 203	 2 getImage times:2
17:41:24 203	3  GrabFrame times:2,result=
17:41:24 256	 1:start getImage
17:41:24 256	 2 getImage times:0
17:41:24 257	3  GrabFrame times:0,result=
17:41:24 308	 2 getImage times:1
17:41:24 308	3  GrabFrame times:1,result=
17:41:24 360	 2 getImage times:2
17:41:24 360	3  GrabFrame times:2,result=
17:41:24 413	 1:start getImage
17:41:24 413	 2 getImage times:0
17:41:24 414	3  GrabFrame times:0,result=
17:41:24 465	 2 getImage times:1
17:41:24 465	3  GrabFrame times:1,result=
17:41:24 517	 2 getImage times:2
17:41:24 517	3  GrabFrame times:2,result=
17:41:24 570	 1:start getImage
17:41:24 570	 2 getImage times:0
17:41:24 571	3  GrabFrame times:0,result=
17:41:24 622	 2 getImage times:1
17:41:24 622	3  GrabFrame times:1,result=
17:41:24 674	 2 getImage times:2
17:41:24 674	3  GrabFrame times:2,result=
17:41:24 727	 1:start getImage
17:41:24 728	 2 getImage times:0
17:41:24 728	3  GrabFrame times:0,result=
17:41:24 779	 2 getImage times:1
17:41:24 779	3  GrabFrame times:1,result=
17:41:24 831	 2 getImage times:2
17:41:24 831	3  GrabFrame times:2,result=
17:41:27 887	 start loadPinDef
17:41:27 890	 finished loadPinDef
17:41:27 894	 start setSN
17:41:27 894	start cam_stop 
17:41:28 006	finish cam_stop 
17:41:28 508	start cam_stop 
17:41:28 619	finish cam_stop 
17:41:28 620	 start Playnew
17:41:28 620	into cam_play:deviceID2 
17:41:28 621	openDevice:deviceID2 
17:41:28 753	开始sensor power:deviceID 2 
17:41:29 046	完成sensor power:deviceID 2 
17:41:29 056	完成Pin set:deviceID 2 
17:41:29 337	完成I2C set:deviceID 2 
17:41:29 457	SensorIsMe check failed:deviceID 2 
17:41:29 458	start cam_stop 
17:41:29 569	finish cam_stop 
17:41:29 771	 start Playnew
17:41:29 771	into cam_play:deviceID2 
17:41:29 772	openDevice:deviceID2 
17:41:29 904	开始sensor power:deviceID 2 
17:41:30 197	完成sensor power:deviceID 2 
17:41:30 208	完成Pin set:deviceID 2 
17:41:30 489	完成I2C set:deviceID 2 
17:41:30 609	SensorIsMe check failed:deviceID 2 
17:41:30 610	 1:start getImage
17:41:30 610	 2 getImage times:0
17:41:30 611	3  GrabFrame times:0,result=
17:41:30 662	 2 getImage times:1
17:41:30 662	3  GrabFrame times:1,result=
17:41:30 714	 2 getImage times:2
17:41:30 714	3  GrabFrame times:2,result=
17:41:30 767	 1:start getImage
17:41:30 768	 2 getImage times:0
17:41:30 768	3  GrabFrame times:0,result=
17:41:30 820	 2 getImage times:1
17:41:30 820	3  GrabFrame times:1,result=
17:41:30 871	 2 getImage times:2
17:41:30 871	3  GrabFrame times:2,result=
17:41:30 924	 1:start getImage
17:41:30 924	 2 getImage times:0
17:41:30 925	3  GrabFrame times:0,result=
17:41:30 976	 2 getImage times:1
17:41:30 976	3  GrabFrame times:1,result=
17:41:31 028	 2 getImage times:2
17:41:31 028	3  GrabFrame times:2,result=
